customer_id,name,email,country,industry,acquisition_channel,plan,support_tier,signup_date,tenure_days,contract_length_months,team_size,monthly_spend_usd,logins_per_month,features_used,support_tickets_last_90d,days_since_last_login,nps_score,churned,churn_date
CUST-00355,Linda Perkins,hollowaykathryn@example.org,Canada,Healthcare,Organic,Basic,Email,2021-04-14,1358,12,5.0,28.91,15,9,3,5,6.0,0,
CUST-00356,Kristen Bishop,rwhitaker@example.com,US,Finance,Organic,Pro,Email,2023-07-27,524,12,1.0,75.78,7,17,0,15,4.0,0,
CUST-00357,Joseph Lang,caleb52@example.com,India,Retail,Referral,Enterprise,None,2021-02-08,1423,1,50.0,503.24,3,18,2,7,7.0,0,
CUST-00358,Brandon Miller,whiteadam@example.org,US,Finance,Paid Search,Basic,Dedicated,2023-05-06,606,12,10.0,25.43,6,19,1,9,0.0,1,2024-08-13
CUST-00359,Guy Rojas,ortizshannon@example.net,Germany,,Social,Basic,Priority,2024-10-04,89,1,2.0,19.9,8,13,3,22,7.0,0,
CUST-00360,Benjamin Lewis,fritzjennifer@example.com,US,SaaS,Referral,Basic,Email,2023-04-21,621,1,50.0,25.47,2,12,1,2,7.0,0,
CUST-00361,Jeremiah Rodgers,harriskrystal@example.org,US,SaaS,Social,Enterprise,Email,2022-07-21,895,24,10.0,382.16,3,8,2,54,6.0,0,
CUST-00362,Gregg Mathews,oday@example.net,UK,Finance,Organic,Free,None,2023-07-29,522,12,100.0,0.0,4,11,3,27,8.0,0,
CUST-00363,Ronald Wilson,lbaird@example.org,US,Education,Referral,Pro,Email,2022-11-01,792,1,500.0,100.08,6,7,1,4,3.0,1,2024-01-05
CUST-00364,Krista Wood,jmann@example.com,Germany,Healthcare,Organic,Pro,Priority,2023-03-08,665,12,1.0,110.07,8,1,1,26,9.0,0,
CUST-00365,Joseph Clark,gharris@example.org,France,,Email,Pro,Email,2024-10-06,87,1,1.0,81.85,8,10,4,16,10.0,0,
CUST-00366,John Morgan,michealcollins@example.org,US,Finance,Referral,Free,Dedicated,2022-07-18,898,12,5.0,0.0,6,15,5,32,0.0,1,2023-05-24
CUST-00367,Darrell Brown,chloehorn@example.com,US,SaaS,Paid Search,Pro,Email,2024-11-04,58,12,,102.5,14,4,1,14,9.0,0,
CUST-00368,Anne Perez,xwaller@example.net,France,Healthcare,Organic,Enterprise,Email,2024-08-14,140,1,500.0,386.43,4,1,0,13,7.0,0,
CUST-00369,Jessica Butler,ggarcia@example.net,UK,SaaS,Organic,Free,Priority,2021-10-13,1176,1,10.0,0.0,6,11,2,0,7.0,0,
CUST-00370,Jaime Vargas,mturner@example.net,Canada,SaaS,Referral,Free,None,2021-04-12,1360,12,1.0,0.0,15,5,3,7,5.0,0,
CUST-00371,Sarah Bell,robert17@example.com,Canada,SaaS,Organic,Enterprise,Email,2021-05-28,1314,12,1.0,507.21,1,19,2,2,6.0,0,
CUST-00372,Mark Oneal,jedwards@example.org,India,Retail,Referral,Free,Email,2021-01-27,1435,12,25.0,0.0,3,19,3,4,,0,
CUST-00373,Ronald Cannon,kaustin@example.com,Canada,SaaS,Organic,Pro,Email,2021-05-18,1324,12,10.0,85.57,4,4,1,46,4.0,1,2023-07-09
CUST-00374,Lauren Boyd,brett69@example.org,UK,Retail,Referral,Basic,Priority,2023-09-25,464,12,5.0,30.01,5,2,1,1,4.0,0,
CUST-00375,Allison Wilson,vkelly@example.org,Canada,Healthcare,Social,Free,Email,2021-04-14,1358,1,5.0,0.0,7,7,1,15,5.0,1,2023-09-11
CUST-00376,Barbara Martin,karen09@example.net,US,Healthcare,Social,Pro,Priority,2022-04-11,996,24,10.0,86.09,14,13,0,2,7.0,0,
CUST-00377,Chad Robinson,lindsay96@example.org,UK,Retail,Social,Basic,Email,2024-05-18,228,1,50.0,23.63,6,12,2,0,10.0,0,
CUST-00378,Michael Pitts,andrea37@example.com,Australia,Education,Organic,Basic,Email,2021-02-03,1428,12,2.0,29.41,5,2,1,8,7.0,0,
CUST-00379,Andres Cruz,alisha54@example.com,UK,SaaS,Organic,Basic,Priority,2024-04-04,272,24,2.0,26.6,4,9,2,2,,0,
CUST-00380,Cynthia Ryan,scott60@example.org,Australia,Healthcare,Referral,Basic,None,2022-02-16,1050,12,10.0,41.7,3,16,0,40,,0,
CUST-00381,Joseph Adams,qdean@example.net,India,SaaS,Paid Search,Free,None,2021-06-22,1289,12,50.0,0.0,11,8,2,2,6.0,1,2023-11-02
CUST-00382,Kevin Foley,kimberly49@example.com,India,SaaS,Paid Search,Basic,Email,2023-10-15,444,1,2.0,21.98,9,18,2,2,0.0,1,2024-07-26
CUST-00383,Ashley Bennett,rebeccabell@example.net,India,,Organic,Enterprise,Email,2023-07-08,543,12,2.0,583.9,14,4,1,0,7.0,0,
CUST-00384,Joshua Hernandez,ericawebster@example.net,UK,Finance,Organic,Basic,None,2024-07-05,180,1,2.0,31.6,7,11,1,4,3.0,0,
CUST-00385,Sheryl Galvan,catherinephillips@example.com,UK,Other,Organic,Pro,Email,2023-12-10,388,12,2.0,111.34,10,17,3,0,9.0,0,
CUST-00386,Megan Marshall,johnsonalyssa@example.com,France,,Social,Basic,Email,2024-03-19,288,1,1.0,26.05,3,8,1,8,7.0,0,
CUST-00387,Wendy Haynes,matthew71@example.net,UK,Other,Organic,Pro,Email,2022-02-16,1050,1,10.0,107.28,21,19,2,8,9.0,0,
CUST-00388,Michael Graham,lisa75@example.com,France,,Referral,Free,Dedicated,2021-09-17,1202,1,2.0,0.0,7,8,0,0,10.0,0,
CUST-00389,Samantha Hughes,samanthagallagher@example.org,Canada,SaaS,Organic,Enterprise,Email,2024-01-01,366,1,10.0,464.14,6,6,3,3,10.0,0,
CUST-00390,Tracy Payne,alexandra31@example.org,Canada,SaaS,Referral,Basic,Priority,2024-03-23,284,24,1.0,26.82,4,2,3,21,,0,
CUST-00391,Gary Edwards,hardycolleen@example.org,UK,,Paid Search,Free,None,2024-12-17,15,24,1.0,0.0,9,15,0,7,10.0,0,
CUST-00392,Mark Johnson,durankelly@example.org,US,,Social,Free,Email,2022-08-26,859,12,5.0,0.0,5,1,2,6,9.0,0,
CUST-00393,Daniel Johnson,jamesbarrera@example.org,UK,Finance,Social,Free,Priority,2022-06-28,918,1,,0.0,5,6,0,14,,0,
CUST-00394,John Taylor,pellis@example.org,US,SaaS,Paid Search,Basic,Email,2024-02-08,328,1,2.0,25.58,9,19,1,15,2.0,1,2024-09-23
CUST-00395,Anthony Campos,wrightveronica@example.net,India,Other,Email,Basic,Priority,2022-05-13,964,12,25.0,27.63,6,4,2,17,4.0,0,
CUST-00396,Brandy Thompson,cynthia83@example.org,UK,Education,Email,Pro,Email,2024-09-20,103,1,,121.47,7,13,0,21,10.0,0,
CUST-00397,Matthew Pacheco,shelbymorris@example.org,US,Retail,Social,Basic,None,2024-06-07,208,12,5.0,29.75,8,15,2,3,4.0,0,
CUST-00398,Brenda White,deborahdominguez@example.org,US,SaaS,Social,Free,Email,2022-09-19,835,1,10.0,0.0,9,9,0,0,3.0,1,2023-06-25
CUST-00399,Robin Chavez,gcox@example.net,Canada,SaaS,Organic,Pro,Email,2024-01-02,365,12,50.0,103.53,3,3,1,5,6.0,0,
CUST-00400,Christopher Hernandez,browndiane@example.org,Canada,SaaS,Referral,Pro,Priority,2024-01-07,360,12,5.0,90.79,9,2,2,23,10.0,0,
CUST-00401,Kelly Smith,baileyamy@example.net,UK,SaaS,Organic,Free,None,2021-05-31,1311,12,5.0,0.0,10,16,0,0,7.0,1,2023-01-22
CUST-00402,Janet Miller,ypaul@example.com,US,Healthcare,Organic,Free,Dedicated,2024-08-10,144,12,10.0,0.0,3,18,1,10,,0,
CUST-00403,Tim Morris,gjackson@example.net,UK,Retail,Email,Free,Dedicated,2023-01-08,724,12,2.0,0.0,7,18,1,14,6.0,1,2024-05-16
CUST-00404,Terri Juarez,rowlandcatherine@example.net,UK,Retail,Paid Search,Pro,None,2024-04-21,255,12,,81.79,3,6,2,7,4.0,0,
CUST-00405,Stephanie Blair,bbrown@example.com,Canada,Other,Referral,Pro,Email,2022-04-13,994,12,2.0,115.35,5,18,1,3,,0,
CUST-00406,Christina Lopez,vgriffin@example.com,France,Finance,Social,Basic,Priority,2024-07-31,154,1,25.0,32.64,4,11,3,4,8.0,0,
CUST-00407,Pamela Benson,amy35@example.net,UK,Other,Social,Pro,Dedicated,2022-07-23,893,24,2.0,99.66,6,7,0,0,6.0,0,
CUST-00408,Jeanette Gordon,david87@example.net,US,SaaS,Email,Pro,Email,2021-01-16,1446,12,500.0,113.34,7,14,0,4,6.0,1,2024-01-19
CUST-00409,Karen Andrews,pdougherty@example.com,Brazil,Retail,Organic,Basic,Email,2024-08-14,140,12,2.0,26.13,6,18,1,0,4.0,1,2024-10-30
CUST-00410,Carrie Robertson,hollandcarlos@example.org,Germany,Finance,Organic,Pro,Email,2021-05-14,1328,12,50.0,98.31,3,7,0,15,5.0,0,
CUST-00411,Brooke Moore,riveramelissa@example.net,Canada,SaaS,Paid Search,Free,Priority,2022-04-12,995,1,5.0,0.0,0,10,0,27,8.0,1,2023-04-29
CUST-00412,Kimberly Hayes,heathkristi@example.org,US,SaaS,Organic,Free,Email,2024-10-19,74,24,2.0,0.0,4,8,1,12,,0,
CUST-00413,Shelley Johnson,jennifer86@example.net,Germany,Finance,Organic,Basic,Priority,2024-10-19,74,1,2.0,33.54,8,14,0,12,1.0,0,
CUST-00414,Christy Bridges,jallen@example.net,US,Finance,Paid Search,Free,None,2023-04-18,624,24,50.0,0.0,13,18,1,7,3.0,1,2024-07-16
CUST-00415,George Brown,williamturner@example.com,Germany,Healthcare,Social,Basic,None,2023-07-12,539,1,2.0,28.38,8,5,0,2,6.0,0,
CUST-00416,Marilyn Campbell,vgibson@example.com,Brazil,Healthcare,Referral,Enterprise,Email,2022-10-17,807,1,2.0,286.85,15,14,3,0,10.0,0,
CUST-00417,Todd Scott,qking@example.com,UK,Healthcare,Paid Search,Free,Email,2022-03-05,1033,12,1.0,0.0,3,10,2,5,6.0,0,
CUST-00418,Tonya Andrews,susan07@example.net,US,SaaS,Referral,Free,Email,2022-04-25,982,24,100.0,0.0,13,15,2,16,,0,
CUST-00419,Krista Mora,parksjulie@example.net,US,Retail,Organic,Basic,Email,2023-09-09,480,24,2.0,40.38,4,6,3,38,6.0,0,
CUST-00420,Christopher Kim,amandatran@example.org,UK,SaaS,Organic,Enterprise,Email,2024-01-04,363,12,2.0,558.29,5,9,1,6,,0,
CUST-00421,Shannon Forbes,tfisher@example.net,US,SaaS,Social,Basic,None,2024-03-01,306,1,100.0,31.59,0,10,0,5,7.0,0,
CUST-00422,Christine Clements,williamsonadam@example.org,US,Other,Referral,Basic,Email,2024-02-27,309,1,50.0,26.35,15,17,0,7,,0,
CUST-00423,Kayla Cain,john01@example.net,Australia,Finance,Social,Free,Dedicated,2021-05-14,1328,12,2.0,0.0,8,1,2,6,8.0,1,2022-03-28
CUST-00424,Jordan Hardin,karenwhite@example.org,Germany,Finance,Organic,Free,Email,2022-12-23,740,12,50.0,0.0,5,14,1,11,,0,
CUST-00425,Shannon Harris,sarah40@example.com,US,Retail,Social,Enterprise,Email,2021-03-26,1377,12,2.0,592.42,9,4,1,15,4.0,0,
CUST-00426,Sarah Gallagher,zmyers@example.org,India,Retail,Referral,Enterprise,Email,2023-03-14,659,12,1.0,437.0,7,2,2,18,3.0,0,
CUST-00427,Catherine Williams,rebecca02@example.com,US,Retail,Referral,Free,Dedicated,2022-10-07,817,12,25.0,0.0,6,3,0,12,7.0,0,
CUST-00428,Tami Mosley,sabrina33@example.com,Brazil,SaaS,Referral,Enterprise,None,2024-07-20,165,12,25.0,466.75,16,7,2,6,,0,
CUST-00429,Chelsea Williams,donaldharrell@example.com,UK,SaaS,Social,Pro,Priority,2022-05-28,949,12,2.0,101.15,7,14,2,35,10.0,0,
CUST-00430,Amanda Pugh,michealsmall@example.com,India,Education,Referral,Pro,Priority,2021-06-20,1291,24,1.0,112.07,3,12,0,14,6.0,0,
CUST-00431,Angela Ford,randysmith@example.com,France,Finance,Referral,Basic,Email,2021-07-28,1253,12,2.0,28.54,13,19,3,6,8.0,0,
CUST-00432,Diane Johnson,awilliams@example.com,India,Healthcare,Email,Basic,None,2024-01-17,350,12,,29.08,4,18,1,7,2.0,0,
CUST-00433,Gabriella Martinez,lawrenceamanda@example.net,Brazil,Healthcare,Social,Basic,Priority,2023-06-22,559,12,100.0,32.97,3,15,2,20,9.0,0,
CUST-00434,Theresa Russell,ucampbell@example.org,US,Other,Paid Search,Pro,None,2021-05-28,1314,1,2.0,89.82,5,1,1,6,,0,
CUST-00435,Robert Savage,townsendjohn@example.org,Brazil,SaaS,Referral,Free,Email,2021-05-03,1339,1,25.0,0.0,2,3,0,8,,0,
CUST-00436,Julie Andrews,christopher47@example.net,UK,Retail,Paid Search,Free,Priority,2023-10-21,438,1,2.0,0.0,5,15,4,4,3.0,1,2023-11-23
CUST-00437,Steven Holland,charlesingram@example.com,UK,Retail,Organic,Basic,None,2021-04-17,1355,1,10.0,25.17,1,4,2,21,0.0,1,2023-01-31
CUST-00438,Gloria Green PhD,jessicamendez@example.com,UK,Education,Referral,Pro,Priority,2024-04-14,262,1,,105.58,3,15,2,8,8.0,0,
CUST-00439,Edward Dennis,kevin42@example.com,Germany,Other,Email,Free,None,2023-10-29,430,24,10.0,0.0,2,10,1,9,2.0,1,2024-02-05
CUST-00440,Michael Solomon,samantha75@example.com,US,Retail,Email,Pro,Priority,2021-04-29,1343,12,2.0,100.99,2,6,0,25,3.0,0,
CUST-00441,Andrea Stokes,rileylaura@example.org,France,Other,Paid Search,Enterprise,Email,2021-05-04,1338,1,,485.53,5,13,2,30,4.0,0,
CUST-00442,Andrew Mason,vasquezkaren@example.com,Germany,Education,Paid Search,Free,None,2024-12-11,21,12,2.0,0.0,3,7,0,20,,0,
CUST-00443,Paul Wagner,yfox@example.net,Australia,Retail,Organic,Pro,None,2022-07-01,915,12,5.0,104.06,14,1,1,0,8.0,0,
CUST-00444,Caitlin Cochran,cannoncynthia@example.org,India,Retail,Email,Basic,Dedicated,2022-06-26,920,1,25.0,38.01,0,11,1,7,6.0,0,
CUST-00445,Kristen West,nancymartinez@example.org,UK,Healthcare,Email,Pro,None,2024-04-01,275,1,5.0,96.64,13,14,2,5,5.0,0,
CUST-00446,Juan Cain,maymonica@example.com,UK,Other,Referral,Free,None,2024-10-14,79,24,,0.0,7,6,1,2,6.0,0,
CUST-00447,Jessica Oneal,dgardner@example.org,US,SaaS,Social,Pro,Email,2024-12-10,22,12,5.0,122.87,13,5,0,28,9.0,0,
CUST-00448,Kimberly Payne,lopezdustin@example.org,US,Education,Referral,Pro,Email,2024-01-05,362,12,25.0,112.15,6,19,1,26,,0,
CUST-00449,Marie Allen,john77@example.net,US,,Referral,Enterprise,Email,2022-07-04,912,12,5.0,524.16,8,19,3,7,7.0,0,
CUST-00450,Sharon Mcneil,lconley@example.com,UK,Finance,Organic,Pro,None,2021-05-02,1340,1,1.0,94.42,3,13,0,1,7.0,0,
CUST-00451,Kim Anderson,ywilliams@example.org,US,,Paid Search,Basic,Email,2024-02-09,327,12,5.0,28.0,6,7,1,0,5.0,0,
CUST-00452,Catherine Coffey,danielnielsen@example.com,Brazil,Finance,Referral,Pro,None,2023-03-27,646,12,100.0,128.29,7,8,1,6,7.0,0,
CUST-00453,Donna Lee,manuel68@example.org,France,Education,Referral,Pro,None,2022-09-12,842,12,1.0,98.08,11,14,0,0,,1,2023-08-15
CUST-00454,Caroline Price,awilliams@example.net,UK,Education,Paid Search,Basic,Email,2024-08-16,138,1,5.0,19.22,6,19,2,11,7.0,0,
CUST-00455,Susan Carter,jsmith@example.com,France,Education,Email,Free,Priority,2021-06-12,1299,12,10.0,0.0,7,19,1,11,5.0,1,2022-07-16
CUST-00456,Stephanie Martin,malonescott@example.net,US,SaaS,Organic,Enterprise,None,2022-12-21,742,1,1.0,668.73,2,12,1,27,,0,
CUST-00457,Jason Banks,christopher55@example.com,UK,Finance,Paid Search,Pro,Email,2021-01-17,1445,12,2.0,98.65,11,9,0,2,10.0,0,
CUST-00458,Kristen Baldwin,farrellelizabeth@example.net,France,SaaS,Referral,Pro,Email,2022-11-16,777,12,100.0,118.18,10,14,0,5,9.0,0,
CUST-00459,Christopher Horton,powellrobert@example.net,Germany,Healthcare,Referral,Free,Dedicated,2021-03-24,1379,12,1.0,0.0,1,6,2,23,8.0,0,
CUST-00460,Benjamin Lane,jillaguirre@example.org,UK,Healthcare,Referral,Pro,Dedicated,2021-06-23,1288,12,25.0,82.85,8,15,1,7,5.0,0,
CUST-00461,Steven Elliott,careyjeffrey@example.org,Brazil,Healthcare,Organic,Basic,Priority,2021-06-21,1290,1,,31.78,20,13,0,0,5.0,0,
CUST-00462,Keith Patrick,jenniferaguilar@example.net,India,Healthcare,Organic,Pro,None,2023-08-06,514,12,2.0,113.36,4,7,1,1,9.0,0,
CUST-00463,Deborah Wright,chamberstaylor@example.com,France,Other,Referral,Free,None,2023-12-26,372,1,2.0,0.0,4,11,1,20,4.0,0,
CUST-00464,Susan Moore,martincharles@example.net,France,SaaS,Referral,Pro,Email,2023-05-02,610,1,50.0,96.76,6,10,0,16,8.0,0,
CUST-00465,Michael Mcdonald,jerryclark@example.net,France,,Organic,Enterprise,Email,2024-11-05,57,1,25.0,535.01,1,1,3,25,6.0,0,
CUST-00466,Tracy Green DVM,klinemichelle@example.net,US,Retail,Referral,Free,Email,2022-07-02,914,12,1.0,0.0,3,7,2,1,7.0,0,
CUST-00467,Donna Daniels,hannahburns@example.net,UK,SaaS,Paid Search,Enterprise,Priority,2022-02-22,1044,1,2.0,641.04,5,18,1,17,7.0,0,
CUST-00468,Stephanie Bennett,robertsonstacy@example.org,US,SaaS,Referral,Basic,Priority,2024-06-22,193,1,10.0,33.63,5,3,1,12,9.0,0,
CUST-00469,Jessica Davis,marienguyen@example.net,Germany,Other,Social,Pro,Priority,2021-11-23,1135,12,,90.72,3,9,0,3,2.0,0,
CUST-00470,Jason Smith,april64@example.org,Germany,Other,Organic,Pro,Email,2024-11-07,55,24,5.0,82.54,9,5,0,43,,0,
CUST-00471,John Smith,jacobszachary@example.com,US,Other,Organic,Basic,Priority,2021-01-18,1444,12,100.0,29.75,9,13,1,10,9.0,0,
CUST-00472,Joseph Howard,villegasangela@example.net,Brazil,,Social,Pro,Email,2024-11-17,45,24,5.0,127.01,7,16,2,28,10.0,0,
CUST-00473,Gina Smith,charlenemay@example.org,India,SaaS,Referral,Pro,None,2021-03-05,1398,12,50.0,81.57,16,16,1,23,7.0,0,
CUST-00474,Trevor Walters,lancelittle@example.com,Canada,Retail,Referral,Basic,Priority,2024-07-25,160,12,,33.14,12,12,2,4,7.0,0,
CUST-00475,Dr. Debra Simmons,mikayla48@example.org,Germany,Finance,Social,Basic,None,2023-02-10,691,12,1.0,34.8,10,18,0,9,,0,
CUST-00476,Sarah Thornton,christopherrhodes@example.org,India,Healthcare,Social,Pro,Email,2024-12-20,12,1,25.0,100.94,9,11,0,6,7.0,0,
CUST-00477,Angela Aguilar,kellyallen@example.com,US,Healthcare,Email,Pro,Email,2021-04-18,1354,1,5.0,98.05,5,17,0,14,7.0,0,
CUST-00478,John Roberts,brittanydeleon@example.org,Australia,Retail,Paid Search,Pro,Priority,2023-03-20,653,1,2.0,89.1,9,7,2,10,6.0,0,
CUST-00479,Michelle Miles,bryantjustin@example.com,US,Finance,Paid Search,Pro,Priority,2024-11-16,46,1,2.0,113.76,6,15,2,18,0.0,0,
CUST-00480,Taylor Stevens,golson@example.org,Australia,Finance,Paid Search,Basic,Email,2023-02-03,698,12,10.0,23.61,13,6,0,0,6.0,0,
CUST-00481,Michael George,patrickmitchell@example.org,US,SaaS,Organic,Pro,Priority,2023-07-08,543,12,10.0,91.85,8,6,0,13,8.0,0,
CUST-00482,Charlotte Mccarthy,robertsonpamela@example.org,India,Healthcare,Referral,Free,Email,2023-10-13,446,1,100.0,0.0,17,18,2,4,8.0,1,2024-09-30
CUST-00483,Jason Perkins,dennisfuller@example.org,Brazil,Finance,Organic,Basic,Email,2022-10-26,798,24,50.0,30.8,3,19,0,3,0.0,0,
CUST-00484,Joshua Price,dmartinez@example.com,US,Finance,Email,Free,Priority,2023-07-06,545,12,2.0,0.0,2,19,2,19,9.0,1,2024-01-22
CUST-00485,Anna Brown,tara76@example.net,Germany,SaaS,Referral,Basic,Priority,2023-05-04,608,12,,30.45,5,2,0,1,7.0,0,
CUST-00486,Hannah Walsh,robert34@example.com,Brazil,Finance,Referral,Basic,Dedicated,2024-08-08,146,24,1.0,26.46,4,3,2,3,7.0,0,
CUST-00487,Brian Lopez,ghiggins@example.org,Germany,SaaS,Paid Search,Basic,None,2021-03-08,1395,1,1.0,26.43,11,14,1,2,,0,
CUST-00488,Melissa Willis,melanietapia@example.net,India,Retail,Organic,Pro,Priority,2022-02-15,1051,12,1.0,119.55,9,4,1,6,,0,
CUST-00489,Vincent Jenkins,lynnsandra@example.org,France,Education,Organic,Basic,Email,2024-10-19,74,1,10.0,37.92,8,17,1,4,8.0,0,
CUST-00490,Thomas Campbell,thomasjonathan@example.com,UK,Finance,Paid Search,Basic,Dedicated,2024-07-23,162,12,1.0,29.07,9,6,0,15,,0,
CUST-00491,Tina Tyler,qhowell@example.net,US,Retail,Organic,Free,None,2022-10-28,796,24,5.0,0.0,4,19,1,14,8.0,0,
CUST-00492,Nicholas Sampson,obrienheidi@example.net,US,Finance,Referral,Basic,Priority,2023-06-25,556,12,2.0,24.36,5,9,1,4,,0,
CUST-00493,Ashley Gonzalez,kennethsmith@example.org,Australia,Finance,Social,Free,Email,2022-02-09,1057,1,2.0,0.0,5,4,1,6,,0,
CUST-00494,Jeremy Mata,cindy29@example.net,UK,Education,Social,Free,Email,2021-10-02,1187,1,100.0,0.0,11,7,1,2,,0,
CUST-00495,Joanne Melendez,westsavannah@example.com,Germany,Finance,Referral,Pro,Email,2022-11-08,785,1,500.0,77.61,18,4,2,13,6.0,0,
CUST-00496,Christopher Johnson,victoriabishop@example.com,Germany,Finance,Organic,Pro,Email,2022-05-31,946,12,10.0,104.91,10,11,2,6,4.0,1,2024-02-06
CUST-00497,John Christian,dianaroth@example.com,France,Healthcare,Social,Pro,Email,2023-05-03,609,1,10.0,111.44,11,2,2,1,,0,
CUST-00498,Madison Sanchez PhD,timothystewart@example.org,India,SaaS,Social,Basic,Priority,2021-04-24,1348,1,10.0,33.79,22,10,1,1,7.0,0,
CUST-00499,Marcus Bryant,choitara@example.com,Brazil,,Organic,Basic,Email,2024-11-23,39,12,25.0,38.04,12,6,1,4,9.0,0,
CUST-00500,George Hamilton,salashannah@example.net,UK,Healthcare,Referral,Pro,Email,2024-12-10,22,1,25.0,93.55,3,8,1,16,7.0,0,
CUST-00501,Megan Chavez,ortiztim@example.com,India,Finance,Organic,Basic,Email,2023-10-17,442,12,1.0,23.72,5,15,1,0,,0,
CUST-00502,Carl Quinn,ashleyfisher@example.net,Australia,Healthcare,Social,Basic,None,2023-02-22,679,1,2.0,27.72,4,13,1,3,10.0,0,
CUST-00503,Nicole Hicks,trujillokimberly@example.org,France,Retail,Email,Free,None,2022-03-28,1010,1,,0.0,10,2,1,2,10.0,0,
CUST-00504,Courtney Gonzales,piercejohn@example.com,Brazil,SaaS,Organic,Basic,Email,2024-04-03,273,1,5.0,39.34,3,1,0,37,5.0,0,
CUST-00505,Michael Wong,owensbecky@example.org,US,Healthcare,Social,Basic,Email,2023-09-27,462,24,2.0,22.01,3,15,2,14,9.0,0,
CUST-00506,Latoya Carpenter,usandoval@example.org,US,Retail,Referral,Basic,None,2021-08-26,1224,12,25.0,35.01,13,7,0,3,6.0,0,
CUST-00507,Andrea Johnson,falexander@example.net,India,Finance,Email,Basic,Email,2024-08-22,132,1,,29.9,0,18,0,2,1.0,0,
CUST-00508,Brian Arias,griffinanthony@example.com,UK,SaaS,Paid Search,Basic,Email,2024-04-15,261,12,1.0,33.19,7,10,2,23,,0,
CUST-00509,Jennifer Paul,julierobinson@example.com,India,Finance,Social,Pro,Email,2024-10-18,75,12,2.0,95.75,5,15,1,2,10.0,0,
CUST-00510,Stephanie Owens,melissa74@example.net,India,Other,Organic,Pro,Email,2023-11-26,402,1,10.0,84.91,6,5,0,69,,0,
CUST-00511,Angela Lane DVM,kshields@example.net,US,SaaS,Paid Search,Pro,None,2023-06-15,566,12,1.0,118.99,7,11,3,3,3.0,0,
CUST-00512,Jennifer Valentine,sarah15@example.com,India,Healthcare,Organic,Pro,Dedicated,2022-09-03,851,1,,112.93,10,8,1,1,8.0,0,
CUST-00513,Elizabeth Powers,gfrench@example.org,UK,SaaS,Email,Enterprise,Priority,2024-09-23,100,1,25.0,554.92,11,8,1,14,9.0,0,
CUST-00514,Robert Hebert,meredith33@example.net,Germany,Finance,Social,Free,Priority,2024-06-18,197,12,5.0,0.0,7,6,3,11,6.0,1,2024-11-07
CUST-00515,Randy Johnson MD,bmay@example.net,France,Finance,Social,Free,None,2021-03-08,1395,1,50.0,0.0,3,15,1,103,,0,
CUST-00516,Nicholas Taylor,tmedina@example.org,Brazil,Healthcare,Email,Free,Priority,2021-02-08,1423,24,25.0,0.0,13,15,2,19,7.0,1,2022-12-05
CUST-00517,Deanna Wong,lcox@example.com,US,Healthcare,Organic,Pro,Priority,2022-07-04,912,1,50.0,73.59,8,5,2,6,4.0,1,2022-10-13
CUST-00518,Anthony Palmer,eric48@example.net,Germany,,Paid Search,Pro,Priority,2024-03-29,278,12,1.0,114.1,7,13,3,13,8.0,0,
CUST-00519,Cynthia Rice,dixonmindy@example.org,Canada,SaaS,Organic,Free,None,2024-12-12,20,1,1.0,0.0,3,14,0,20,,0,
CUST-00520,Michelle Herring,gberry@example.com,Canada,SaaS,Organic,Enterprise,Email,2021-08-08,1242,12,2.0,440.04,8,11,1,8,6.0,0,
CUST-00521,Ryan Camacho,karen17@example.com,Canada,Education,Organic,Free,Priority,2023-05-18,594,1,,0.0,3,12,2,3,,1,2024-07-16
CUST-00522,Mark Parks,georgesarah@example.org,US,Finance,Paid Search,Enterprise,Email,2022-07-11,905,24,5.0,576.34,5,1,1,2,8.0,0,
CUST-00523,Mr. Blake Webster,martinezmegan@example.org,US,Other,Organic,Basic,Email,2024-11-17,45,1,25.0,24.91,7,3,0,4,7.0,0,
CUST-00524,James Manning,carrolldeanna@example.org,UK,Finance,Organic,Free,Email,2024-05-14,232,12,100.0,0.0,2,8,0,22,6.0,0,
CUST-00525,Nicolas Peterson,ryan16@example.org,India,Education,Organic,Basic,Email,2024-05-08,238,12,50.0,26.94,9,12,5,5,,0,
CUST-00526,Kathryn Calderon,theresaescobar@example.org,US,Healthcare,Organic,Basic,None,2022-11-16,777,12,5.0,25.31,7,15,2,4,3.0,1,2023-02-10
CUST-00527,James Morales,noblebenjamin@example.com,US,,Email,Basic,Email,2022-08-29,856,1,10.0,20.86,8,3,1,19,9.0,0,
CUST-00528,Nicole Carter,justinturner@example.net,Brazil,Other,Social,Basic,None,2022-02-04,1062,12,2.0,39.11,5,8,3,0,,0,
CUST-00529,Cindy Strong,ybarnes@example.com,US,Finance,Email,Pro,Email,2021-03-24,1379,1,5.0,120.25,8,19,0,10,6.0,0,
CUST-00530,Brooke Green,kmercado@example.org,Brazil,SaaS,Paid Search,Basic,Email,2024-06-16,199,12,50.0,25.1,14,6,1,24,,0,
CUST-00531,Mary Williams,erikalong@example.com,Canada,Retail,Organic,Basic,Email,2024-04-01,275,12,1.0,30.36,6,18,1,6,3.0,0,
CUST-00532,Jennifer Smith,elaine90@example.com,India,SaaS,Social,Pro,None,2024-12-30,2,24,5.0,103.62,4,11,1,3,10.0,0,
